0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,277
37,277
38,923
39,1496
40,1496
41,1496
42,1496
43,1496
44,1496
45,1496
46,2716
47,2716
48,2716
49,2716
50,2716
51,2716
52,2716
53,2716
54,2716
55,3559
56,3559
57,4636
58,4636
59,4636
60,4636
61,4636
62,4636
63,4636
64,5005
65,5005
66,5453
67,5453
68,5453
69,5542
70,6031
71,6031
72,6031
73,6779
74,6779
75,6779
76,6779
77,6779
78,6779
79,6779
80,6779
81,6779
82,6779
83,6812
84,6812
85,6812
86,6812
87,6812
88,6812
89,6812
90,6812
91,6812
92,6812
93,6812
94,7957
95,7957
96,7957
97,8104
98,8104
99,8104
100,8104
101,8104
102,8104
103,9242
104,9242
105,9242
106,9242
107,9306
108,9306
109,9306
110,9306
111,9306
112,9756
113,9756
114,9756
115,9756
116,9756
117,9756
118,9756
119,9756
120,9756
121,9975
122,9975
123,9975
124,10236
125,10236
126,10236
127,10236
128,10811
129,10811
130,11185
131,11185
132,11185
133,11185
134,12065
135,12256
136,12256
137,12256
138,12256
139,12677
140,12677
141,12677
142,12677
143,12677
144,13575
145,13575
146,13575
147,13575
148,13607
149,13607
150,13607
151,13607
152,13607
153,13607
154,13607
155,13683
156,13683
157,13683
158,13683
159,13683
160,13683
161,13683
162,13683
163,14216
164,14216
165,14216
166,14216
167,14216
168,14216
169,14216
170,14216
171,14216
172,14294
173,15406
174,15406
175,15406
176,15406
177,15546
178,15546
179,15546
180,15717
181,15717
182,15717
183,15948
184,16361
185,16361
186,16361
187,16950
188,16950
189,16950
190,16950
191,16950
192,17321
193,17321
194,17321
195,17321
196,18190
197,18190
198,18190
199,18190
200,18190
201,18712
202,18712
203,18712
204,18712
205,18712
206,18712
207,18712
208,18712
209,18712
210,18926
211,18926
212,18926
213,19891
214,19891
215,19891
216,19891
217,19891
218,19891
219,19891
220,20993
221,20993
222,21447
223,21803
224,22322
225,22322
226,22322
227,22322
228,22322
229,22631
230,22631
231,22631
232,23095
233,23095
234,23095
235,23683
236,24198
237,24198
238,24700
239,24700
240,24700
241,24700
242,25234
243,25234
244,25234
245,25621
246,25621
247,25621
248,25621
249,25621
250,26052
251,26052
252,26130
253,26130
254,26130
255,26130
256,26130
257,26130
258,26130
259,26130
260,26130
261,26130
262,26130
263,26130
264,26130
265,26130
266,27058
267,27058
268,27058
269,28331
270,28331
271,28331
272,28331
273,28331
274,28515
275,28515
276,28515
277,28515
278,28515
279,28515
280,28571
281,29140
282,29140
283,29140
284,29140
285,29347
286,29347
287,30644
288,30644
289,30644
290,30644
291,31473
292,31862
293,31862
294,31862
295,32046
296,32046
297,32046
298,32046
299,32046
300,32230
301,32230
302,32230
303,32230
304,33188
305,33549
306,33549
307,33549
308,33549
309,33549
310,33549
311,33549
312,33549
313,33549
314,33549
315,33549
316,33647
317,34435
318,34435
319,34435
320,34435
321,34435
322,34435
323,34435
324,34435
325,34435
326,34435
327,34435
328,34435
329,34435
330,34435
331,34435
332,35457
333,35457
334,35457
335,35457
336,35457
337,35457
338,35457
339,35457
340,35716
341,35716
342,35764
343,36098
344,37330
345,37330
346,37330
347,37467
348,37467
349,37467
350,37828
351,37828
352,38958
353,38958
354,39151
355,39151
356,39151
357,39151
358,39151
359,39151
360,39151
361,39151
362,39151
363,39151
364,39151
365,39269
366,39269
367,39269
368,39269
369,39269
370,39269
371,39269
372,39269
373,39269
374,39641
375,39641
376,39641
377,39995
378,40164
379,40164
380,40164
381,40164
382,40164
383,40164
384,40526
385,40526
386,41144
387,41144
388,41144
389,41144
390,41642
391,41642
392,41642
393,41642
394,41642
395,41642
396,41642
397,41642
398,41642
399,41934
400,41934
401,42042
402,42257
403,42257
404,42257
405,42257
406,42257
407,42257
408,43152
409,44261
410,44809
411,44809
412,44856
413,45470
414,45470
415,45470
416,45812
417,45812
418,46951
419,46951
420,46951
421,46951
422,46951
423,47067
424,47067
425,47067
426,47067
427,47067
428,47067
429,47067
430,47067
431,47975
432,47975
433,47975
434,49171
